course_name,platform,language,url
Creating Models using Smartpls,Coursera,English,https://www.classcentral.com/course/smartpls-advanced-regression-21658
Decision Tree and Random Forest Classification using Julia,Coursera,English,https://www.classcentral.com/course/decision-tree-random-forest-classification-julia-22684
Introduction to Customer Segmentation in Python,Coursera,English,https://www.classcentral.com/course/customer-segmentation-python-22376
Python for Data Visualization: Matplotlib & Seaborn,Coursera,English,https://www.classcentral.com/course/python-for-data-visualization-seaborn-33408
Mastering Data Analysis with Pandas,Coursera,English,https://www.classcentral.com/course/learning-path-data-analysis-with-pandas-55811
Getting Started with Kaggle,Coursera,English,https://www.classcentral.com/course/getting-started-with-kaggle-56640
Compare time series predictions of COVID-19 deaths,Coursera,English,https://www.classcentral.com/course/compare-time-series-predictions-of-covid19-deaths-21853
Essential Causal Inference Techniques for Data Science,Coursera,English,https://www.classcentral.com/course/essential-causal-inference-for-data-science-21421
3D SARS-CoV-19 Protein Visualization With Biopython,Coursera,English,https://www.classcentral.com/course/3d-sars-cov-19-protein-visualization-with-biopyth-21812
Explore stock prices with Spark SQL,Coursera,English,https://www.classcentral.com/course/data-exploration-spark-sql-21101
Overview of Data Visualization,Coursera,English,https://www.classcentral.com/course/overview-data-visualization-46004
Julia for Beginners in Data Science,Coursera,English,https://www.classcentral.com/course/julia-beginners-data-science-21765
Bitcoin Price Prediction using Facebook Prophet,Coursera,English,https://www.classcentral.com/course/bitcoin-price-prediction-using-facebook-prophet-22400
Cleaning and Exploring Big Data using PySpark,Coursera,English,https://www.classcentral.com/course/clean-explore-visualize-big-data-python-spark-21657
Analyzing Product Opportunities with Creately,Coursera,English,https://www.classcentral.com/course/product-strategy-20813
Building Stock Returns Heatmap with Tableau,Coursera,English,https://www.classcentral.com/course/building-stock-returns-heatmap-tableau-21076
Mining Quality Prediction Using Machine & Deep Learning,Coursera,English,https://www.classcentral.com/course/mining-quality-prediction-21003
Create Technical Stock Charts Using R and Quantmod,Coursera,English,https://www.classcentral.com/course/create-technical-stock-charts-r-quantmod-19757
Analyze Stock Data using R and Quantmod Package,Coursera,English,https://www.classcentral.com/course/analyze-stock-data-using-r-quantmod-19758
Critical Path Analysis Using Lucidchart,Coursera,English,https://www.classcentral.com/course/critical-path-analysis-using-lucidchart-22393
Analyze Box Office Data with Seaborn and Python,Coursera,English,https://www.classcentral.com/course/analyze-data-seaborn-python-19035
Network Data Science with NetworkX and Python,Coursera,English,https://www.classcentral.com/course/networkx-20787
Data Analysis Using Pyspark,Coursera,English,https://www.classcentral.com/course/data-analysis-using-pyspark-21102
Tableau Public for Project Management and Beyond,Coursera,English,https://www.classcentral.com/course/tableau-public-for-project-management-and-beyond-21811
Create Interactive Dashboards with Streamlit and Python,Coursera,English,https://www.classcentral.com/course/interactive-dashboards-streamlit-python-19656
Predict Future Product Prices Using Facebook Prophet,Coursera,English,https://www.classcentral.com/course/prophet-timeseries-prediction-19395
Python for Data Analysis: Pandas & NumPy,Coursera,English,https://www.classcentral.com/course/python-for-data-analysis-numpy-33453
Transforming Your Company’s Data Analytics: Championing the Digital Enterprise,edX,English,https://www.classcentral.com/course/usmx-championing-the-digital-enterprise-21984
Perform Sentiment Analysis with scikit-learn,Coursera,English,https://www.classcentral.com/course/scikit-learn-logistic-regression-sentiment-analys-19047
IBM Data Science,Coursera,English,https://www.classcentral.com/course/ibm-data-science-18796
Data Processing and Analysis,edX,English,https://www.classcentral.com/course/itmox-data-processing-and-analysis-22176
Master of Machine Learning and Data Science,Coursera,English,https://www.classcentral.com/course/imperial-master-machine-learning-data-science-20891
PH525x: Data Analysis for Genomics,edX,English,https://www.classcentral.com/course/edx-ph525x-data-analysis-for-genomics-1615
Business and Data Analysis Skills,edX,English,https://www.classcentral.com/course/edx-business-and-data-analysis-skills-4947
Practical Data Science,Coursera,English,https://www.classcentral.com/course/practical-data-science-45933
Building Candlestick Charts with Tableau,Coursera,English,https://www.classcentral.com/course/building-candlestick-charts-tableau-20855
Statistical Data Visualization with Seaborn From UST,Coursera,English,https://www.classcentral.com/course/statistical-data-visualization-seaborn-ust-58639
Data Visualization: Analisi dei dati con Tableau,Coursera,English,https://www.classcentral.com/course/data-visualization-con-tableau-40335
Case study: DNA methylation data analysis,edX,English,https://www.classcentral.com/course/edx-case-study-dna-methylation-data-analysis-2980
Clinical Data Science,Coursera,English,https://www.classcentral.com/course/clinical-data-science-18836
Survey Data Collection and Analytics ,Coursera,English,https://www.classcentral.com/course/data-collection-18801
Statistical Modeling for Data Science Applications,Coursera,English,https://www.classcentral.com/course/statistical-modeling-for-data-science-application-41064
Big Data Analytics,FutureLearn,English,https://www.classcentral.com/course/big-data-analytics-18252
Analyze Box Office Data with Plotly and Python,Coursera,English,https://www.classcentral.com/course/analyze-data-plotly-python-19037
Master of Science in Data Science,Coursera,English,https://www.classcentral.com/course/cu-boulder-master-data-science-20889
Big Data Technology,edX,English,https://www.classcentral.com/course/hkustx-big-data-technology-62100
Digital Media Analytics,FutureLearn,English,https://www.classcentral.com/course/digital-media-analytics-20612
Intro to Python for Data Science,DataCamp,English,https://www.classcentral.com/course/datacamp-intro-to-python-for-data-science-7631
Mathematics for Data Science,Coursera,English,https://www.classcentral.com/course/mathematics-for-data-science-18856
Daten für die Erkundung Vorbereiten,Coursera,German,https://www.classcentral.com/course/daten-fur-die-erkundung-vorbereiten-64357
Analytics for Decision Making,Coursera,English,https://www.classcentral.com/course/analytics-for-decision-making-40222
Master’s Degree in Data Science,edX,English,https://www.classcentral.com/course/ut-austin-master-data-science-20600
Daten bereinigen,Coursera,German,https://www.classcentral.com/course/process-data-de-64359
Data Science for Business Leaders,Udacity,English,https://www.classcentral.com/course/data-science-for-business-leaders--nd045-21727
Network Analytics for Business,Coursera,English,https://www.classcentral.com/course/network-analytics-for-business-40889
قواعد البيانات وSQL (لغة الاستعلام البنيوية) لعلم البيانات,Coursera,Arabic,https://www.classcentral.com/course/sql-data-science-ar-33516
Preparing for the Google Cloud Professional Data Engineer Exam em Português Brasileiro,Coursera,Portuguese,https://www.classcentral.com/course/preparing-cloud-professional-data-engineer-exam-b-17891
Vital Skills for Data Science,Coursera,English,https://www.classcentral.com/course/vital-skills-for-data-science-41058
Achieving Advanced Insights with BigQuery 日本語版,Coursera,Japanese,https://www.classcentral.com/course/gcp-advanced-insights-bigquery-jp-14474
Building Batch Data Pipelines on GCP 日本語版,Coursera,Japanese,https://www.classcentral.com/course/batch-data-pipelines-gcp-jp-20815
Leveraging Unstructured Data with Cloud Dataproc on Google Cloud em Português Brasileiro,Coursera,Portuguese,https://www.classcentral.com/course/leveraging-unstructured-data-dataproc-gcp-br-17879
Preparing for the Google Cloud Professional Data Engineer Exam 日本語版,Coursera,Japanese,https://www.classcentral.com/course/preparing-cloud-professional-data-engineer-exam-j-17886
Master of Data Science,Coursera,English,https://www.classcentral.com/course/higher-school-economics-master-data-science-20887
Introducción al Análisis de Datos,Coursera,Spanish,https://www.classcentral.com/course/introduction-al-analisis-de-datos-22681
Анализ данных с использованием Python,Coursera,Russian,https://www.classcentral.com/course/data-analysis-with-python-ru-34077
Bancos de dados e SQL para Ciência de Dados,Coursera,Portuguese,https://www.classcentral.com/course/sql-data-science-pt-36569
Exploring ​and ​Preparing ​your ​Data with BigQuery 日本語版,Coursera,Japanese,https://www.classcentral.com/course/gcp-exploring-preparing-data-bigquery-jp-14476
Análise de dados com Python,Coursera,Portuguese,https://www.classcentral.com/course/data-analysis-with-python-pt-34074
تحليل البيانات باستخدام بايثون,Coursera,Arabic,https://www.classcentral.com/course/data-analysis-with-python-ar-34076
Exploratory Data Analysis with Seaborn,Coursera,English,https://www.classcentral.com/course/exploratory-data-analysis-seaborn-19010
Базы данных и SQL в обработке и анализе данных,Coursera,Russian,https://www.classcentral.com/course/sql-data-science-ru-36570
Analyzing Market Attractiveness Using Creately,Coursera,English,https://www.classcentral.com/course/analyzing-market-attractiveness-creately-20366
Elements of Data Science,edX,English,https://www.classcentral.com/course/ricex-elements-of-data-science-21960
Методология обработки и анализа данных,Coursera,Russian,https://www.classcentral.com/course/data-science-methodology-ru-34073
Data Visualization with Tableau,Coursera,English,https://www.classcentral.com/course/data-visualization-18892
Data Analysis for Social Scientists,edX,English,https://www.classcentral.com/course/edx-data-analysis-for-social-scientists-6842
Limpieza de datos para el procesamiento de lenguaje natural,Coursera,Spanish,https://www.classcentral.com/course/limpieza-de-datos-para-el-procesamiento-de-lengua-46001
Learn SQL Basics for Data Science,Coursera,English,https://www.classcentral.com/course/learn-sql-basics-data-science-18613
Big Data: adquisición y almacenamiento de datos,Coursera,Spanish,https://www.classcentral.com/course/adquisicion-almacenamiento-de-datos-12280
Big Data: visualización de datos,Coursera,Spanish,https://www.classcentral.com/course/big-data-visualizacion-datos-12279
Data Analysis and Interpretation,Coursera,English,https://www.classcentral.com/course/data-analysis-18648
Cómputo evolutivo,Coursera,Spanish,https://www.classcentral.com/course/computo-evolutivo-12451
Analítica de Procesos: Optimización desde los Datos,Coursera,Spanish,https://www.classcentral.com/course/analitica-procesos-optimizacion-desde-datos-56489
Introduction to R for Data Science,edX,English,https://www.classcentral.com/course/edx-introduction-to-r-for-data-science-3928
Master of Computer Science in Data Science,Coursera,English,https://www.classcentral.com/course/illinois-master-computer-science-data-science-20890
Big Data: el impacto de los datos masivos en la sociedad actual,Coursera,Spanish,https://www.classcentral.com/course/impacto-datos-masivos-12275
Python per la Data Science,Coursera,Italian,https://www.classcentral.com/course/python-per-la-data-science-40324
Data Science at Scale,Coursera,English,https://www.classcentral.com/course/data-science-18849
Intro to Data Science,Udacity,English,https://www.classcentral.com/course/udacity-intro-to-data-science-1480
Analytics: Essential Tools and Methods,edX,English,https://www.classcentral.com/course/gtx-analytics-essential-tools-and-methods-18323
Get Started with Web Authoring in Tableau Online,Trailhead,English,https://www.classcentral.com/course/get-started-with-web-authoring-tableau-online-70801
Discover Tableau CRM,Trailhead,English,https://www.classcentral.com/course/discover-tableau-crm-70796
Introduction to Data Science for Educators,FutureLearn,English,https://www.classcentral.com/course/data-science-for-educators-66395
Get Started with Tableau Server,Trailhead,English,https://www.classcentral.com/course/get-started-tableau-server-70763
Online Master of Science in Analytics (OMS Analytics),edX,English,https://www.classcentral.com/course/georgia-tech-master-analytics-20602
Tour the Tableau Environment,Trailhead,English,https://www.classcentral.com/course/tour-the-tableau-environment-70821
Get Started with Data Visualization in Tableau Desktop,Trailhead,English,https://www.classcentral.com/course/get-started-with-data-visualization-in-tableau-de-70814
Data Science on Google Cloud: Machine Learning,Qwiklabs,English,https://www.classcentral.com/course/qwiklabs-50-66199
Scientific Data Processing,Qwiklabs,English,https://www.classcentral.com/course/qwiklabs-28-66220
Big Data MasterTrack® Certificate,Coursera,English,https://www.classcentral.com/course/big-data-asu-52931
Data Science on Google Cloud,Qwiklabs,English,https://www.classcentral.com/course/qwiklabs-43-66198
Prepare data for analysis,Microsoft Learn,English,https://www.classcentral.com/course/microsoft-learn-prepare-data-power-bi-62176
"Use basketball stats to optimize game play with Visual Studio Code, inspired by SPACE JAM: A NEW LEGACY",Microsoft Learn,English,https://www.classcentral.com/course/microsoft-learn-optimize-basketball-games-with-ma-62713
Get started with Microsoft data analytics,Microsoft Learn,English,https://www.classcentral.com/course/microsoft-learn-data-analytics-microsoft-62171
"Building a Large-Scale, Automated Forecasting System",Coursera,English,https://www.classcentral.com/course/large-scale-forecasting-sas-viya-65664
Big Data Technology Fundamentals Online,Independent,English,https://www.classcentral.com/course/independent-big-data-technology-fundamentals-online-12692
Big Data: procesamiento y análisis,Coursera,Spanish,https://www.classcentral.com/course/big-data-procesamiento-analisis-12276
Creating Features for Time Series Data,Coursera,English,https://www.classcentral.com/course/time-series-features-65662
Understand data science for machine learning,Microsoft Learn,English,https://www.classcentral.com/course/microsoft-learn-understand-machine-learning-62340
Analyze Data,Coursera,English,https://www.classcentral.com/course/analyze-data-cdsp-56779
Introduction to HTS: Applications in genomics and transcriptomics,Independent,English,https://www.classcentral.com/course/independent-introduction-to-hts-applications-in-genomics-and-transcriptomics-58239
The Econometrics of Time Series Data,Coursera,English,https://www.classcentral.com/course/the-econometrics-of-time-series-data-65653
Modeling Time Series and Sequential Data,Coursera,English,https://www.classcentral.com/course/modeling-time-series-and-sequential-data-65663
Data Engineering Capstone Project,edX,English,https://www.classcentral.com/course/data-engineering-capstone-project-58646
Plant Bioinformatic Methods,Coursera,English,https://www.classcentral.com/course/plant-bioinformatic-methods-18763
Fundamentals of Big Data,Coursera,English,https://www.classcentral.com/course/fundamentals-of-big-data-39413
Assessment for Data Analysis and Visualization Foundations,Coursera,English,https://www.classcentral.com/course/data-analysis-visualization-foundations-assessmen-66059
"Extract, Transform, and Load Data",Coursera,English,https://www.classcentral.com/course/extract-transform-and-load-data-56781
Fundamentals of Data Analysis,Coursera,English,https://www.classcentral.com/course/fundamentals-of-data-analysis-39415
"Building ETL and Data Pipelines with Bash, Airflow and Kafka",edX,English,https://www.classcentral.com/course/building-etl-and-data-pipelines-with-bash-airflow-58645
DataOps Methodology ,Coursera,English,https://www.classcentral.com/course/ibm-data-ops-methodology-54625
Prepare for DP-100: Data Science on Microsoft Azure Exam,Coursera,English,https://www.classcentral.com/course/prepare-for-dp-100-design-a-data-science-solution-57699
Introduction to Statistics for Data Science using Python,edX,English,https://www.classcentral.com/course/introduction-to-statistics-for-data-science-using-56135
Big Data Analytical Platform on Alibaba Cloud ,Coursera,English,https://www.classcentral.com/course/alibabacloudbigdata-19779
Data Analysis in R with RStudio & Tidyverse,Coursera,English,https://www.classcentral.com/course/codio-data-analysis-in-r-with-rstudio-and-tidyver-55755
Address Business Issues with Data Science ,Coursera,English,https://www.classcentral.com/course/address-business-issues-with-data-science-56777
Visualizing & Communicating Results in Python with Jupyter,Coursera,English,https://www.classcentral.com/course/codio-visualizing-and-communicating-results-in-py-55881
Regression Modeling Fundamentals,Coursera,English,https://www.classcentral.com/course/regression-modeling-sas-22055
Predictive Modeling with Logistic Regression using SAS ,Coursera,English,https://www.classcentral.com/course/sas-predictive-modeling-using-logistic-regression-22056
Introduction to Phenomenology and its Application in Qualitative Research,FutureLearn,English,https://www.classcentral.com/course/putting-phenomenology-into-use-introduction-to-ph-46006
Applied Data Science for Data Analysts,Coursera,English,https://www.classcentral.com/course/applied-data-science-for-data-analysts-22306
Apache Spark for Data Engineering and Machine Learning,edX,English,https://www.classcentral.com/course/apache-spark-for-data-engineering-and-machine-lea-47286
Data Visualization with R,Coursera,English,https://www.classcentral.com/course/data-visualization-r-40273
Data Analysis in Python with pandas & matplotlib in Spyder,Coursera,English,https://www.classcentral.com/course/codio-data-analysis-in-python-with-pandas-and-mat-55272
"Big Data, Hadoop, and Spark Basics",edX,English,https://www.classcentral.com/course/big-data-hadoop-and-spark-basics-47285
Data Science with R - Capstone Project,Coursera,English,https://www.classcentral.com/course/data-science-with-r-capstone-project-40289
SQL for Data Science with R,Coursera,English,https://www.classcentral.com/course/sql-data-science-r-40290
The Power of Data,edX,English,https://www.classcentral.com/course/edx-the-power-of-data-19568
Data Science Fundamentals for Data Analysts,Coursera,English,https://www.classcentral.com/course/data-science-fundamentals-for-data-analysts-22333
Artificial Intelligence in Bioinformatics,FutureLearn,English,https://www.classcentral.com/course/artificial-intelligence-in-bioinformatics-40231
Data Analysis with R,Coursera,English,https://www.classcentral.com/course/data-analysis-with-r-40299
Introduction to Statistical Analysis:  Hypothesis Testing,Coursera,English,https://www.classcentral.com/course/statistical-analysis-hypothesis-testing-sas-22040
Introduction to R Programming for Data Science,Coursera,English,https://www.classcentral.com/course/introducton-r-programming-data-science-40285
Introduction to Big Data with Spark and Hadoop,Coursera,English,https://www.classcentral.com/course/introduction-to-big-data-with-spark-hadoop-47972
Data Science in the Games Industry,FutureLearn,English,https://www.classcentral.com/course/gaming-big-data-11192
Communicate Effectively about Ethical Challenges in Data-Driven Technologies,Coursera,English,https://www.classcentral.com/course/ethical-communication-data-driven-technologies-21258
Managing Big Data in Clusters and Cloud Storage,Coursera,English,https://www.classcentral.com/course/cloud-storage-big-data-analysis-sql-13793
Apache Spark (TM) SQL for Data Analysts,Coursera,English,https://www.classcentral.com/course/apache-spark-sql-for-data-analysts-22309
The Power of Data in Health and Social Care,FutureLearn,English,https://www.classcentral.com/course/data-for-health-and-care-10624
Python Project for Data Engineering,Coursera,English,https://www.classcentral.com/course/python-project-for-data-engineering-32170
Managing Big Data with R and Hadoop,FutureLearn,English,https://www.classcentral.com/course/big-data-r-hadoop-8056
Statistical Computing with R - a gentle introduction,Independent,English,https://www.classcentral.com/course/independent-statistical-computing-with-r-a-gentle-introduction-4545
Specialized Models: Time Series and Survival Analysis,Coursera,English,https://www.classcentral.com/course/time-series-survival-analysis-21631
The Data Science Method,edX,English,https://www.classcentral.com/course/edx-the-data-science-method-17899
IBM Data Analyst Capstone Project,Coursera,English,https://www.classcentral.com/course/ibm-data-analyst-capstone-project-21541
Security and Privacy for Big Data - Part 1,Coursera,English,https://www.classcentral.com/course/security-privacy-big-data-13255
Advanced Data Mining with Weka,FutureLearn,English,https://www.classcentral.com/course/advanced-data-mining-with-weka-9226
Building Resilient Streaming Analytics Systems on Google Cloud,Coursera,English,https://www.classcentral.com/course/streaming-analytics-systems-gcp-17940
Instructional Design Course Evaluation & Capstone Project,edX,English,https://www.classcentral.com/course/edx-instructional-design-course-evaluation-capstone-project-8165
More Data Mining with Weka,FutureLearn,English,https://www.classcentral.com/course/more-data-mining-with-weka-8389
Data Science and Machine Learning Capstone Project,edX,English,https://www.classcentral.com/course/edx-data-science-and-machine-learning-capstone-project-12606
Creating New BigQuery Datasets and Visualizing Insights,Coursera,English,https://www.classcentral.com/course/gcp-creating-bigquery-datasets-visualizing-insigh-17878
"Bioinformatics for Biologists: An Introduction to Linux, Bash Scripting, and R",FutureLearn,English,https://www.classcentral.com/course/linux-for-bioinformatics-31721
Data Science Tools,edX,English,https://www.classcentral.com/course/edx-data-science-tools-17908
Introduction to Statistical Methods for Gene Mapping,edX,English,https://www.classcentral.com/course/edx-introduction-to-statistical-methods-for-gene-mapping-5425
Building Batch Data Pipelines on GCP,Coursera,English,https://www.classcentral.com/course/batch-data-pipelines-gcp-17948
Data Science Readiness Assessment,edX,English,https://www.classcentral.com/course/edx-data-science-readiness-assessment-7995
Data Visualization for All,edX,English,https://www.classcentral.com/course/edx-data-visualization-for-all-8003
Knowledge Inference and Structure Discovery for Education,edX,English,https://www.classcentral.com/course/edx-knowledge-inference-and-structure-discovery-for-education-9288
"Big Data Analytics: Opportunities, Challenges, and the Future",FutureLearn,English,https://www.classcentral.com/course/applied-big-data-analytics-12551
Introduction to Data Engineering,Coursera,English,https://www.classcentral.com/course/introduction-to-data-engineering-32167
Foundations of Data Science: K-Means Clustering in Python,Coursera,English,https://www.classcentral.com/course/data-science-k-means-clustering-python-13623
Share Data Through the Art of Visualization,Coursera,English,https://www.classcentral.com/course/visualize-data-35109
Applied Analytics and Data for Decision Making,Coursera,English,https://www.classcentral.com/course/analytics-data-decisions-22085
Analyze Data to Answer Questions,Coursera,English,https://www.classcentral.com/course/analyze-data-35110
Process Data from Dirty to Clean,Coursera,English,https://www.classcentral.com/course/process-data-35111
Data Analysis and Visualization,Coursera,English,https://www.classcentral.com/course/data-analyze-visualize-22086
Data Analysis with R Programming,Coursera,English,https://www.classcentral.com/course/data-analysis-r-35108
Data Science Methodology,Coursera,English,https://www.classcentral.com/course/datasciencemethodology-10617
生物信息学: 导论与方法,Coursera,Chinese,https://www.classcentral.com/course/sheng-wu-xin-xi-xue-4361
Big Data Capstone Project,edX,English,https://www.classcentral.com/course/edx-big-data-capstone-project-8159
Statistics with R Capstone,Coursera,English,https://www.classcentral.com/course/statistics-project-6100
Google Data Analytics Capstone: Complete a Case Study,Coursera,English,https://www.classcentral.com/course/google-data-analytics-capstone-35106
Big Data Analytics,edX,English,https://www.classcentral.com/course/edx-big-data-analytics-8158
Programming for Data Science,edX,English,https://www.classcentral.com/course/edx-programming-for-data-science-8162
Prepare Data for Exploration,Coursera,English,https://www.classcentral.com/course/data-preparation-35112
Ask Questions to Make Data-Driven Decisions,Coursera,English,https://www.classcentral.com/course/ask-questions-make-decisions-35113
Essentials of Data Literacy,edX,English,https://www.classcentral.com/course/edx-essentials-of-data-literacy-17966
Big Data Fundamentals,edX,English,https://www.classcentral.com/course/edx-big-data-fundamentals-8156
Введение в анализ данных с помощью Excel,Coursera,Russian,https://www.classcentral.com/course/excel-data-analysis-ru-48147
Einführung in die Datenanalyse mit Excel,Coursera,German,https://www.classcentral.com/course/excel-data-analysis-de-48145
Quantitative and Qualitative Research for Beginners,edX,English,https://www.classcentral.com/course/quantitative-and-qualitative-research-for-beginne-48178
Data Analysis,Coursera,English,https://www.classcentral.com/course/dataanalysis-386
SQL für Data Science,Coursera,German,https://www.classcentral.com/course/sql-for-data-science-de-65147
Data Science,edX,English,https://www.classcentral.com/course/uc-san-diegox-data-science-18326
"Data Science for Construction, Architecture and Engineering",edX,English,https://www.classcentral.com/course/edx-data-science-for-construction-architecture-and-engineering-19193
Computational Reasoning with Microsoft Excel,edX,English,https://www.classcentral.com/course/computational-reasoning-48177
Introduction à l'analyse de données à l'aide d'Excel,Coursera,French,https://www.classcentral.com/course/excel-data-analysis-fr-48148
Python Data Products for Predictive Analytics,Coursera,English,https://www.classcentral.com/course/python-data-products-for-predictive-analytics-18839
IoT Programming and Big Data,edX,English,https://www.classcentral.com/course/edx-iot-programming-and-big-data-9753
Data Mining ,Coursera,English,https://www.classcentral.com/course/data-mining-18617
Advanced Big Data Systems | 高级大数据系统,edX,English,https://www.classcentral.com/course/edx-advanced-big-data-systems-12738
Big Data for Agri-Food: Principles and Tools,edX,English,https://www.classcentral.com/course/big-data-for-agri-food-applications-65148
Get ready for a Masters in Data Science and AI,FutureLearn,English,https://www.classcentral.com/course/data-science-artificial-intelligence-21121
Data Processing and Analysis with Excel,edX,English,https://www.classcentral.com/course/edx-data-processing-and-analysis-with-excel-21114
SQL for Data Science,edX,English,https://www.classcentral.com/course/edx-sql-for-data-science-17900
Spatial Data Science and Applications,Coursera,English,https://www.classcentral.com/course/spatial-data-science-10168
Data Literacy Foundations,edX,English,https://www.classcentral.com/course/edx-data-literacy-foundations-21112
Introduction to Data Science,edX,English,https://www.classcentral.com/course/edx-introduction-to-data-science-17901
Databases and SQL for Data Science with Python,Coursera,English,https://www.classcentral.com/course/sql-data-science-11067
Data Representation and Visualization in Tableau,edX,English,https://www.classcentral.com/course/edx-data-representation-and-visualization-in-tableau-21115
Applied Data Science Capstone,Coursera,English,https://www.classcentral.com/course/applied-data-science-capstone-11207
Big Data applications and Analytics,Independent,English,https://www.classcentral.com/course/independent-big-data-applications-and-analytics-1948
Making Evidence-Based Strategic Decisions,edX,English,https://www.classcentral.com/course/edx-making-evidence-based-strategic-decisions-21483
Data Visualization with Advanced Excel,Coursera,English,https://www.classcentral.com/course/advanced-excel-6855
Introduction to Data Analytics,Coursera,English,https://www.classcentral.com/course/introduction-to-data-analytics-21539
Data Analytics in Health – From Basics to Business,edX,English,https://www.classcentral.com/course/edx-data-analytics-in-health-from-basics-to-business-7160
Computational Thinking and Big Data,edX,English,https://www.classcentral.com/course/edx-computational-thinking-and-big-data-8161
Information Visualization: Applied Perception,Coursera,English,https://www.classcentral.com/course/information-visualization-applied-percep-11820
Information Visualization: Programming with D3.js,Coursera,English,https://www.classcentral.com/course/information-visualization-programming-d3-11817
Information Visualization: Foundations,Coursera,English,https://www.classcentral.com/course/information-visualization-fundamentals-11819
Data Analysis with Python,Coursera,English,https://www.classcentral.com/course/dataanalysiswithpython-11177
Stochastic Processes: Data Analysis and Computer Simulation,edX,English,https://www.classcentral.com/course/edx-stochastic-processes-data-analysis-and-computer-simulation-8246
Image Processing and Analysis for Life Scientists,edX,English,https://www.classcentral.com/course/edx-image-processing-and-analysis-for-life-scientists-12066
Quantitative Marketing Research,edX,English,https://www.classcentral.com/course/edx-quantitative-marketing-research-16870
Capstone:  Create Value from Open Data,Coursera,English,https://www.classcentral.com/course/strategic-business-analytics-capstone-5094
Data Science Fundamentals,Coursera,English,https://www.classcentral.com/course/data-science-fundamentals-22614
Identifying Patient Populations,Coursera,English,https://www.classcentral.com/course/computational-phenotyping-12838
Big Data Analysis with Scala and Spark (Scala 2 version),Coursera,English,https://www.classcentral.com/course/scala2-spark-big-data-64976
Fundamentals of Data Visualization,Coursera,English,https://www.classcentral.com/course/fundamentals-of-data-visualization-48056
Predictive Modeling and Transforming Clinical Practice,Coursera,English,https://www.classcentral.com/course/predictive-modeling-clinical-data-12836
Data Analysis: Building Your Own Business Dashboard,edX,English,https://www.classcentral.com/course/edx-data-analysis-building-your-own-business-dashboard-5387
Essential Linear Algebra for Data Science,Coursera,English,https://www.classcentral.com/course/essential-linear-algebra-for-data-science-66491
Data Science as a Field,Coursera,English,https://www.classcentral.com/course/data-science-as-a-field-40801
Data Mining Methods,Coursera,English,https://www.classcentral.com/course/data-mining-methods-48057
Statistical Inference and Hypothesis Testing in Data Science Applications,Coursera,English,https://www.classcentral.com/course/statistical-inference-and-hypothesis-testing-in-d-54342
Data Mining Pipeline,Coursera,English,https://www.classcentral.com/course/data-mining-pipeline-41005
"Managing, Describing, and Analyzing Data",Coursera,English,https://www.classcentral.com/course/managing-describing-analyzing-data-21153
Cybersecurity for Data Science,Coursera,English,https://www.classcentral.com/course/cybersecurity-for-data-science-40795
"Introduction to Data, Signal, and Image Analysis with MATLAB",Coursera,English,https://www.classcentral.com/course/matlab-image-processing-21154
Algebra and Differential Calculus for Data Science,Coursera,English,https://www.classcentral.com/course/algebra-and-differential-calculus-for-data-scienc-66492
ANOVA and Experimental Design,Coursera,English,https://www.classcentral.com/course/anova-and-experimental-design-40798
Bioinformatics,Coursera,English,https://www.classcentral.com/course/bioinformatics-18829
"Data, Analytics, and Learning",edX,English,https://www.classcentral.com/course/edx-data-analytics-and-learning-2144
Visualizing Data with Python,edX,English,https://www.classcentral.com/course/edx-visualizing-data-with-python-12530
Big Data for Reliability and Security,edX,English,https://www.classcentral.com/course/edx-big-data-for-reliability-and-security-21148
"Python for Data Science, AI & Development",Coursera,English,https://www.classcentral.com/course/python-for-applied-data-science-ai-14403
Mathematical Methods for Data Analysis,edX,English,https://www.classcentral.com/course/mathematical-methods-for-data-analysis-58719
Data Science for Smart Cities,edX,English,https://www.classcentral.com/course/data-science-for-smart-cities-22565
Foundations of Data Analytics,edX,English,https://www.classcentral.com/course/foundations-of-data-analytics-58718
Data Mining and Knowledge Discovery,edX,English,https://www.classcentral.com/course/data-mining-and-knowledge-discovery-58717
Real-Time Analytics with Apache Storm,Udacity,English,https://www.classcentral.com/course/udacity-real-time-analytics-with-apache-storm-3000
Knowledge Management and Big Data in Business,edX,English,https://www.classcentral.com/course/edx-knowledge-management-and-big-data-in-business-3642
Introduction to Process Mining with ProM,FutureLearn,English,https://www.classcentral.com/course/process-mining-5419
Big Data Computing with Spark,edX,English,https://www.classcentral.com/course/big-data-computing-with-spark-58716
"Foundations: Data, Data, Everywhere",Coursera,English,https://www.classcentral.com/course/foundations-data-35107
Big Data Technology Capstone Project,edX,English,https://www.classcentral.com/course/big-data-technology-capstone-project-58699
Optimization for Decision Making,Coursera,English,https://www.classcentral.com/course/optimization-for-decision-making-39410
Advanced Models for Decision Making,Coursera,English,https://www.classcentral.com/course/advanced-models-for-decision-making-39412
Introduction to Predictive Modeling,Coursera,English,https://www.classcentral.com/course/introduction-to-predictive-modeling-39421
Data Literacy,Coursera,English,https://www.classcentral.com/course/data-literacy-22277
Data Science: Foundations using R,Coursera,English,https://www.classcentral.com/course/data-science-foundations-r-18756
Advanced Statistics for Data Science,Coursera,English,https://www.classcentral.com/course/advanced-statistics-data-science-21688
